"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Antigua and Barbuda","ATG","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.5028496597009","64.0958401192481","62.7130539402446","60.5280103026401","61.3325522474839","62.3310649247132","61.0777427183255","64.0388455378164","64.8455242556012","63.1117921460049","56.6692369671657","59.6530463289537","58.1466037654131","53.4084951911351","54.3068441390329","56.8882631660726","58.0189066219274","58.9050290036175","56.5021506896612","","",
"Australia","AUS","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.9771462328702","17.2576455340042","16.2310896243258","15.9488082602168","17.1959005143017","15.4972031289524","15.6958521043852","16.123519501758","17.6928979639846","17.8004132664086","14.3464235453512","12.9370088531027","13.6747574913613","11.6851254284198","13.7920673793617","11.9362403750103","10.583906433686","11.0426730748299","10.9070668089106","11.5699974114202","",
"Austria","AUT","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.612674966981","9.43391894498001","8.78269956322555","9.16979295361766","10.3178646889797","9.48272441200854","8.62450814296812","8.6791911406803","8.8341857539996","8.96061516738607","",
"Azerbaijan","AZE","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.0869124732863","7.18857395087808","15.3036425277792","14.1663405766592","7.25417134352713","3.21041988987316","2.40632026349629","2.3727535579063","2.30394422085214","1.91595505508977","1.22857307134914","1.4656149238974","1.41801358573319","1.19790046306379","2.3946291762937","2.80505157204192","4.04980165286445","7.17987469673957","7.2900283188919","8.33312369983075","",
"Burundi","BDI","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87493557550382","4.20425395469088","1.55344349447091","1.89830284155144","2.0193642783559","2.64013299978717","2.027653345561","4.15292859997956","2.67645659120267","2.80118910804175","1.98756451535424","1.7173348130217","2.56605957299033","1.04594015444725","1.436465794518","1.16196812037917","1.57002919455706","1.18664406803674","1.39085554929065","","",
"Belgium","BEL","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88438600296559","4.05217997489449","3.86125520080013","3.81360852517554","3.78149549932117","3.41956233653134","2.91391519356367","3.42176630968055","3.0799503190097","2.97038802175413","3.36590040098592","3.36680452731926","3.44602149474119","",
"Benin","BEN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8376582228002","12.1876337651182","10.4071122490599","11.5342121366174","15.7778746148173","14.6484480829828","16.422933632913","15.7495978612576","15.1298306122195","15.4172030723001","13.9529772432434","12.7660409801648","15.3008059895111","14.5011318066035","9.09027063453495","9.0108926846601","12.0941302485832","9.27228644713418","7.73156036651098","","",
"Burkina Faso","BFA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43740661285039","8.23741458058003","8.23688934971516","8.33453197874229","9.40154232921266","5.55821907977038","","","","","",
"Bangladesh","BGD","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.564145342660589","0.71519518588588","1.12172311656549","0.886558961417378","0.801803122456012","0.693072183504536","0.702069461781313","0.856932865076745","0.744172998256424","0.833568741419301","0.732990176993053","0.612995864525382","0.567764765716852","0.33723777893058","0.557267919694231","0.480270488891997","0.359391213996615","0.380558123033201","0.414095692456031","0.465416552866697","",
"Bulgaria","BGR","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.76919898471165","8.64742175761644","10.7276990434295","19.2265631299995","20.4322005508379","19.4862686016316","17.4122981494997","18.4557524572104","20.4601215806347","20.0554665428952","18.956278381681","16.2671910414176","15.898520605305","15.9363064687592","18.3667072497138","11.2409529396448","10.7733350408901","10.3690901631094","10.3983418483066","12.3689547649654","",
"Bahrain","BHR","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3603294364525","10.9717107187268","11.5134551689977","15.6447624367552","15.033403511688","11.900577156641","13.411281424862","14.1603529616553","15.1115281177845","14.5500581370335","11.96543166416","11.4031998429903","10.70787379804","9.07618689715646","11.9262997459779","12.0970995091477","7.69632694692675","7.62256773112373","7.69764429515467","7.94983052344519","",
"Bahamas, The","BHS","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7098489562709","76.1004590872266","75.5866306478097","71.9974682208977","72.3928603787261","71.9026094945899","74.9561067843155","71.3808617842439","71.3367376138063","69.7031827568215","68.0057228735344","65.8041419025232","64.6239816329506","61.7523353442159","66.1432476563242","67.5530223954383","64.830318588268","63.4761774966965","63.5659709984739","66.0603459751964","",
"Bosnia and Herzegovina","BIH","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.8645393251959","19.9156145188357","15.5716881202508","17.106339134001","18.7897123821998","18.3762464239741","17.1851783750321","15.7155037651777","14.5537224660284","18.751796334078","17.6654567203615","16.9954313300686","12.9945518614037","12.0722849670808","12.3959461891773","12.3215008083033","12.4149704691644","",
"Belarus","BLR","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53140004934429","0.910706021110464","0.5103668261563","0.760841998478316","1.43756738597122","2.66749907772638","3.47239953020477","3.42855814602171","3.11537931351376","2.41705559895573","1.97305018732572","1.85912384732003","1.7838920875634","1.61525463039661","2.31589079525962","2.2694928963166","1.6051709281412","1.90031993215896","2.62452294300744","2.84065321167023","",
"Belize","BLZ","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.2310077415102","30.7299163822802","29.2839029102765","30.9237316677383","25.2838558661722","26.1976102343539","26.0959368492064","25.2530049611115","29.0840393620789","31.8147454124844","34.7967123847986","33.506704151494","35.4014357368661","32.0806568457119","35.1503559137848","31.8234882858269","26.2776715852048","28.8085686892462","33.2346346073652","35.0876777790315","",
"Bermuda","BMU","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.5978637127881","34.8878917422563","28.961045967296","27.0029788823093","31.2132694805975","34.0033374751779","32.0028216202048","32.1341954367174","","",
"Bolivia","BOL","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.45663802885395","7.61655229143976","9.12408759124088","10.1092089728453","9.46131542804822","6.87063567684123","7.82535249429941","9.19429600318762","12.3903414270829","11.0459922924687","10.5202395482619","7.58733176382883","6.57956418055465","4.30011205533162","5.63540062910224","4.95831873157211","5.46976781553207","5.14766078759699","5.01072114081013","5.45422491685565","",
"Brazil","BRA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0611310575407","1.41698091646669","1.73206259082767","2.37888610955128","3.14865384967835","3.09024053031408","2.77221518902486","3.10691190303759","3.23725232603189","3.13840591976477","3.1337120824464","2.9282828295049","2.86235366864191","2.67477585444836","3.11802990801118","2.55359217871587","2.3211657978605","2.43942679899167","2.49465646419905","2.79842955910544","",
"Barbados","BRB","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1294675848092","57.122000900785","56.3057995533083","58.6217959428612","56.4420712442591","56.6210840650663","55.9679982529778","54.7607904488281","57.240998637151","55.3774352726894","59.5570422336715","58.4335962801386","54.9823371219047","53.8051566066445","59.5583310166856","51.9124647414803","45.6223780890397","45.0221340260928","42.7562923538308","","",
"Brunei Darussalam","BRN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75690970609154","2.73238615176787","2.55127870024986","3.22461510483073","2.78544568497019","2.67575338155561","2.73958466327967","2.0925295914791","3.14092381811783","","","0.688381672629226","","","",
"Bhutan","BTN","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89723147712315","7.38133124336011","7.19052710957429","8.88085783316006","10.8385467918403","10.1935004627042","12.7565989783949","17.3706157212812","18.9639534675701","",
"Botswana","BWA","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.27103666502741","4.4108164127457","4.65343333313144","7.73045262695321","7.99500163230401","7.56633025783313","8.79782932966459","11.4213878725377","12.5163889699773","13.1055911136342","10.6686621434445","10.1863754384929","9.11535011131654","1.17421064807545","1.25897474955734","1.43383197055937","0.469460410978307","0.505970768677223","1.23268084330642","","",
"Central African Republic","CAF","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
